DO NOT ENTER VALUES FOR COLUMNS HIGHLIGHTED GREEN,,,,,,,,,,,,,,
Bot Type,,,Railside Spent,$0.00,Total Spent,$0.00,Overall Bot Value,$0.00,External Spent,$0.00,,,,
Category,Qty,Item,Ordering Specs,Link,Vendor/Source,Other Vendor,Package Cost,Total Cost,Provided by Railside?,Subsystem,Units per Package,Units per Bot,Unit/Bot Cost,Comments
,,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
Electronics,,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
Structure / Materials,,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
Power Transmission,,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
Hardware (Fasteners),,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
Misc.,,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
,,,,,,,,$0.00,FALSE,,,,$0.00,
